region,point,event_id,snapshot_timestamp,sample_type,tier,elevation,slope_deg,aspect,TWI,TRI,distance_to_river_m,flow_accumulation_cells,drainage_density_km_per_km2,cwc_danger_level_m,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_72h_antecedent,antecedent_precipitation_index,rain_intensity_mm_hr,soil_saturation_ratio,river_water_level_m,river_level_change_m_per_hr,tier_int
Idukki,Idamalayar_Dam,,1989-10-05T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Munnar_town,,1968-10-05T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2010-11-20T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2004-09-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,1997-06-25T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2010-10-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1972-08-15T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1983-08-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2015-08-20T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,1972-08-25T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1985-11-15T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2020-10-05T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2008-11-20T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1985-08-05T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1992-08-25T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,2022-09-10T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1994-08-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2003-06-10T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1996-07-05T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2006-07-25T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Munnar_town,,1988-06-15T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Munnar_town,,2006-07-10T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1999-11-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Munnar_town,,1991-10-20T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1975-06-25T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1968-08-15T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2012-09-15T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Munnar_town,,1989-07-05T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2001-06-25T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1976-07-10T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1977-09-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1982-09-15T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1975-10-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1997-10-25T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2014-08-15T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2012-11-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2017-06-15T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2001-07-15T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Munnar_town,,1980-09-20T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1990-06-20T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1992-10-25T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2018-09-20T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2006-06-10T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2010-08-20T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Munnar_town,,1983-07-20T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1971-10-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1970-06-15T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1993-10-25T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Munnar_town,,1976-06-25T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2020-08-25T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2005-10-20T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2022-11-05T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,161.16,-0.01,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1982-07-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2007-11-05T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1982-11-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1973-09-15T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1973-09-20T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2011-11-15T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,2018-11-05T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2008-06-25T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Munnar_town,,1973-07-20T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Munnar_town,,2005-11-15T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2017-10-05T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2022-08-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1974-09-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1987-08-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1977-10-20T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2008-10-20T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1982-11-20T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2006-08-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1971-10-15T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2005-07-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1990-06-15T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,2000-09-25T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2013-09-15T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2012-09-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1977-10-25T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2010-08-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Munnar_town,,1988-10-05T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Munnar_town,,2012-10-05T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1986-09-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,2001-08-05T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1968-08-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1981-11-15T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1974-06-15T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2008-06-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1994-09-05T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1983-08-05T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1981-06-25T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1983-11-25T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1984-07-10T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1977-09-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1990-10-25T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2011-10-25T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1986-09-05T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Munnar_town,,2014-06-10T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Munnar_town,,2010-08-10T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2001-08-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,2013-11-20T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2007-06-05T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1993-06-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1969-10-10T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2012-06-25T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2003-07-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Munnar_town,,2000-11-10T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2022-10-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1985-10-15T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2020-11-25T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,163.44,0.0,0
Idukki,Pettimudi_Rajamala,,2000-08-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2006-11-25T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,1991-11-25T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2008-10-10T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1991-11-15T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,1995-10-25T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2011-11-15T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1994-09-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2009-07-25T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1980-11-05T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1974-11-05T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1975-11-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1977-09-15T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1968-09-05T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1972-10-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1978-07-05T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1983-07-10T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2005-08-10T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1968-06-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Munnar_town,,1986-08-20T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1977-07-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1983-10-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2011-08-25T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2010-09-15T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2010-11-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2004-11-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1976-08-05T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2004-09-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1976-07-10T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2007-11-10T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Munnar_town,,2011-06-15T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1980-07-20T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2001-08-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2014-07-05T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1979-09-20T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2002-09-05T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2016-08-25T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,1979-08-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1987-10-20T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,2019-11-25T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Idukki_district_centroid_proxy_Painavu,,2004-10-10T06:00:00,negative,Green,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,,,,,,0
Idukki,Idukki_Arch_Dam,,1997-10-05T06:00:00,negative,Green,742.0,21.269,197.17,6.159,9.625,217.0,5.0,1.5496,732.43,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2000-06-20T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2014-09-10T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,2015-11-25T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Munnar_town,,1994-11-15T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,2015-11-10T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1970-07-15T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
Idukki,Idamalayar_Dam,,1983-06-20T06:00:00,negative,Green,534.0,40.268,212.87,6.0746,21.5,357.1,11.0,2.0175,,,,,,,,,,,,0
Idukki,Munnar_town,,2014-07-10T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Munnar_town,,1986-08-25T06:00:00,negative,Green,1454.0,3.87,103.83,14.6379,3.5,0.0,5016.0,1.9562,,,,,,,,,,,,0
Idukki,Pettimudi_Rajamala,,1972-10-15T06:00:00,negative,Green,1880.0,15.807,156.04,9.3205,7.375,0.0,102.0,1.8027,,,,,,,,,,,,0
